id,name,calories,proteins,fat,carbohydrate
1001,Pisang gapi segar ,127.0,2.1,0.3,31.1
1002,Pisang Goreng ,220.0,2.3,2.3,6.3
1003,Pisang goroho segar,115.0,1.9,0.2,27.9
1004,Pisang hijau segar,117.0,2.0,0.3,28.9
1005,Pisang kayu segar,100.0,1.4,0.5,23.6
1006,Pisang kepok segar,109.0,0.8,0.5,26.3
1007,Pisang ketip segar,145.0,1.1,0.3,34.5
1008,Pisang kidang segar,96.0,1.0,0.2,22.5
1009,Pisang Lampung,99.0,1.3,0.2,25.6
1010,Pisang Mas,127.0,1.4,0.2,33.6
1011,Pisang mas bali,127.0,1.4,0.2,31.8
1012,Pisang Oli,134.0,1.1,0.5,35.5
1013,Pisang Raja,120.0,1.2,0.2,31.8
1014,Pisang Raja Sere (Susu),118.0,1.2,0.2,31.1
1015,Pisang rotan segar,98.0,1.3,1.2,20.5
1016,Pisang Siam goreng,625.0,1.0,0.0,8.1
1017,Pisang talas segar,113.0,1.2,0.2,26.7
1018,Prey (bawang daun),45.0,2.2,0.3,10.3
1019,Pucuk lumai/daun leunca segar,33.0,4.5,0.4,2.8
1020,Pulut,216.0,2.6,3.1,44.4
1021,Punai daging goreng,224.0,26.2,11.3,4.4
1022,Pundut nasi,104.0,1.9,4.1,15.1
1023,Purundawa,25.0,1.5,0.5,3.6
1024,Purut segar,76.0,4.1,1.1,15.2
1025,Putri malu segar,76.0,3.6,0.3,14.6
1026,Putri selat,163.0,2.2,6.5,23.8
1027,Putu Mayang ,200.0,1.0,2.4,43.8
1028,Ragi,136.0,43.0,2.4,3.0
1029,Rajungan segar,76.0,12.1,2.0,2.4
1030,Rambutan,69.0,0.9,0.1,18.1
1031,Rambutan Aceh,11.0,0.0,0.0,2.7
1032,Rambutan binjai segar,76.0,0.5,0.2,18.0
1033,Rambutan sinyonya,4.0,0.0,0.0,0.9
1034,Rarawuan ,295.0,7.3,8.5,47.5
1035,Rasbi (Beras Ubi),394.0,2.2,8.8,76.6
1036,Rasi (Beras Singkong),350.0,0.9,0.4,85.7
1037,Rawon masakan,60.0,5.4,2.5,4.0
1038,Rebon (udang kecil segar),81.0,16.2,1.2,0.7
1039,Rebon kering,299.0,29.4,3.6,3.2
1040,Rebon udang kecil segar,81.0,16.2,1.2,0.7
1041,Rebung,27.0,0.6,0.3,5.2
1042,Rebung laut mentah,320.0,7.2,4.2,63.3
1043,Rempeyek kacang tolo,451.0,11.2,20.2,59.7
1044,Rempeyek kacang uci,497.0,17.0,27.6,50.8
1045,Rendang sapi masakan,193.0,22.6,7.9,7.8
1046,Renggi goreng,471.0,4.7,21.8,64.1
1047,Rimbang segar,75.0,1.6,0.6,15.8
1048,Risoles ,335.0,5.3,3.5,70.5
1049,Roti boong,341.0,5.5,16.2,43.3
1050,Roti Gambang ,350.0,7.5,2.0,75.5
1051,Roti Putih,248.0,8.0,1.2,50.0
1052,Roti warna sawo matang,249.0,7.9,1.5,49.7
1053,Rujak cingur,153.0,11.3,8.4,8.0
1054,Rumput laut,41.0,1.4,0.3,8.1
1055,Rusa daging dendeng mentah,536.0,40.5,41.5,0.0
1056,Rusip,110.0,11.5,2.0,11.7
1057,RW anjing masakan,198.0,24.6,10.7,0.9
1058,Saga biji tanpa kulit,449.0,30.6,25.5,31.9
1059,Sagu Ambon ,338.0,0.6,0.3,83.1
1060,Sagu aren kering,355.0,0.6,1.1,85.6
1061,Sagu aren segar,231.0,0.6,0.2,56.6
1062,Sagu forno,291.0,0.5,4.0,63.4
1063,Sagu kasbi segar,230.0,0.6,0.2,56.5
1064,Sagu Lemak (Kue Sagon),452.0,2.8,14.8,76.8
1065,Sagu lempeng,347.0,0.9,0.3,85.2
1066,Sagu Rendang,364.0,0.1,0.2,90.5
1067,Sagu singkong kering,362.0,0.5,0.3,86.9
1068,Sagu sinole,354.0,0.8,8.3,68.9
1069,Salak bali segar,57.0,0.5,0.1,13.6
1070,Salak medan segar,55.0,0.4,0.2,12.8
1071,Salak pondoh segar,87.0,0.8,0.4,20.1
1072,Sale pisang siam,281.0,2.4,0.7,66.1
1073,Santan (dengan air),122.0,2.0,10.0,7.6
1074,Santan (kelapa saja),324.0,4.2,34.3,55.6
1075,Santan murni,324.0,4.2,34.3,5.6
1076,Saos Tomat,98.0,2.0,0.4,24.5
1077,Sapi abon,212.0,18.0,10.6,59.3
1078,Sapi babat segar,108.0,17.6,4.2,0.0
1079,Sapi daging asap,182.0,32.0,6.0,0.0
1080,Sapi daging dendeng mentah,301.0,55.0,9.0,0.0
1081,Sapi daging gemuk segar,273.0,17.5,22.0,0.0
1082,Sapi daging kornet,289.0,16.0,25.0,0.0
1083,Sapi daging kurus segar,174.0,19.6,10.0,0.0
1084,Sapi daging lemak sedang segar,201.0,18.8,14.0,0.0
1085,Sapi daging sosis (Worst),448.0,14.5,42.3,2.3
1086,Sapi daleman segar,183.0,12.0,14.4,1.4
1087,Sapi dideh/darah,98.0,21.9,1.1,0.0
1088,Sapi ginjal segar,137.0,15.0,8.1,0.9
1089,Sapi hati sosis (liverworst),274.0,16.0,22.0,3.0
1090,Sapi keleponan segar,84.0,10.5,4.6,0.2
1091,Sapi liver segar,132.0,19.7,3.2,6.0
1092,Sapi otak segar,123.0,10.4,8.6,0.8
1093,Sapi paru dendeng mentah,360.0,57.3,6.0,19.2
1094,Sapi paru goreng,268.0,23.9,12.7,14.5
1095,Sapi usus segar,126.0,14.0,7.2,1.5
1096,Sarang Burung,281.0,37.5,0.3,32.1
1097,Sardines dalam kaleng,338.0,21.1,27.0,1.0
1098,Sari Kedelai bubuk,344.0,30.0,20.0,43.0
1099,Sarimuka,166.0,2.3,2.8,32.9
1100,Sate Bandeng,283.0,12.1,16.8,20.9
1101,Sate Kulit ,110.0,15.5,0.5,11.5
1102,Sate penyu masakan,179.0,22.5,3.5,13.3
1103,Sate pusut masakan,274.0,12.9,18.6,13.6
1104,Sate Usus ,126.7,14.0,7.3,1.3
1105,Sawi,22.0,2.3,0.3,4.0
1106,Sawi putih / pecai segar,9.0,1.0,0.1,1.7
1107,Sawi taiwan segar,30.0,1.9,0.5,4.4
1108,Sawi tanah segar,19.0,1.3,0.2,2.9
1109,Sawo,92.0,0.5,1.1,22.4
1110,Sawo duren segar,64.0,1.0,3.1,8.0
1111,Sawo kecik segar,111.0,0.9,2.3,21.6
1112,Sawo Manila segar,92.0,0.5,1.1,22.4
1113,Sayur asem,29.0,0.7,0.6,5.0
1114,Sayur bunga pepaya,49.0,1.7,0.3,9.8
1115,Sayur garu,178.0,2.6,13.9,10.6
1116,Sayur kohu-kohu,133.0,7.3,6.6,11.2
1117,Sayur lebui,64.0,2.1,0.6,12.5
1118,Sayur lilin-terubuk,36.0,2.7,0.7,4.8
1119,Sayur ndusuk,49.0,3.1,2.5,3.6
1120,Sayur sop,27.0,1.3,2.0,1.0
1121,Sayur umbut kelapa,67.0,5.2,2.9,5.1
1122,Sayur umbut rotan,57.0,5.4,2.6,3.1
1123,Selada,15.0,1.2,0.2,2.9
1124,Selada Air,17.0,1.7,0.3,3.0
1125,Selada Air rebus,19.0,2.7,0.2,2.9
1126,Seledri,20.0,1.0,0.1,4.6
1127,Semangka,28.0,0.5,0.2,6.9
1128,Semur Jengkol ,192.5,4.5,6.0,30.3
1129,Sente,64.0,0.6,0.3,14.8
1130,Sente talas segar,353.0,0.7,0.2,84.7
1131,Sepi masakan,88.0,7.9,1.6,10.6
1132,Serbuk Coklat,298.0,8.0,23.8,48.9
1133,Serimping talas kebumen,478.0,2.5,21.2,69.2
1134,Setrup sirup,213.0,0.0,0.0,55.0
1135,Shabu-shabu,88.0,3.2,8.0,0.8
1136,Sie reuboh masakan,474.0,11.2,42.5,11.7
1137,Singkah (rotan muda),81.0,5.1,4.5,5.1
1138,Singkong Goreng ,285.0,1.0,18.0,28.0
1139,Singkong kukus,146.0,1.2,0.3,34.7
1140,Singkong tape,173.0,0.5,0.1,42.5
1141,Siomay ,95.3,4.4,2.2,14.4
1142,Sirsak,65.0,1.0,0.3,16.3
1143,Sirup,213.0,0.0,0.0,55.0
1144,Sop buntut masakan,71.0,7.5,3.6,2.2
1145,Sop daging sapi masakan,49.0,5.8,0.5,5.3
1146,Sop kaki sapi masakan,68.0,9.0,1.9,3.7
1147,Sop kambing masakan,34.0,5.5,0.8,1.1
1148,Sop konro masakan,71.0,7.4,2.6,4.5
1149,Sop Kool,12.0,0.5,0.1,2.0
1150,Sop Kool dan Wortel,15.0,0.6,0.1,3.1
1151,Sop saudara masakan,89.0,7.2,5.0,3.9
1152,Soto bandung masakan,42.0,3.9,1.7,2.8
1153,Soto banjar masakan,110.0,2.9,9.5,3.2
1154,Soto betawi masakan,135.0,2.5,8.8,11.5
1155,Soto dengan Daging,127.5,2.6,9.4,8.3
1156,Soto jeroan masakan,92.0,11.8,4.3,1.4
1157,Soto kudus masakan,38.0,2.6,2.3,1.8
1158,Soto madura masakan,60.0,3.5,4.5,1.3
1159,Soto padang masakan,127.0,5.9,6.6,11.0
1160,Soto pekalongan masakan,94.0,3.0,6.8,5.1
1161,Soto pemalang masakan,75.0,3.6,5.2,3.5
1162,Soto sukaraja masakan,80.0,3.2,3.5,9.0
1163,Soto sulung masakan,86.0,2.3,8.5,0.0
1164,Soto tanpa Daging ,117.1,0.4,8.6,9.6
1165,Spaghetti,139.0,7.4,2.1,22.6
1166,Srikaya,101.0,1.7,0.6,35.2
1167,Sukiyaki masakan,75.0,5.6,0.4,12.2
1168,Sukun muda segar,119.0,1.4,0.2,28.1
1169,Sukun tua segar,126.0,1.6,0.2,24.5
1170,Susu asam untuk bayi bubuk,418.0,19.0,9.0,65.5
1171,Susu bubuk,513.0,24.6,30.0,36.2
1172,Susu Kambing,64.0,4.3,2.3,6.6
1173,Susu Kedelai,41.0,3.5,2.5,5.0
1174,Susu Kental Manis,336.0,8.2,10.0,55.0
1175,Susu Kental Tak Manis,138.0,7.0,7.9,9.9
1176,Susu Kerbau,160.0,6.3,12.0,7.1
1177,Susu Sapi,61.0,3.2,3.5,4.3
1178,Susu Skim (tak berlemak),36.0,3.5,0.1,5.1
1179,Susu skim bubuk,359.0,35.6,1.0,52.0
1180,Susu skim segar,36.0,3.5,0.1,5.1
1181,Susupan,87.0,5.3,5.2,6.3
1182,Suweg kukus,90.0,1.5,0.1,21.9
1183,Suweg mentah,69.0,1.0,0.1,15.7
1184,Suweg talas segar,74.0,1.4,0.1,17.2
1185,Suwir-suwir,347.0,0.5,0.9,84.2
1186,Tahu,68.0,7.8,4.6,1.6
1187,Tahu goreng,115.0,9.7,8.5,2.5
1188,Tahu telur,328.0,12.6,19.9,24.6
1189,Takwa,148.0,13.8,8.5,4.0
1190,Talas bogor kukus,120.0,1.5,0.3,28.2
1191,Talas pontianak segar,163.0,2.3,0.5,36.4
1192,Talas viqueque segar,115.0,1.8,0.5,25.9
1193,Tales kukus,120.0,1.5,0.3,28.2
1194,Tales mentah,98.0,1.9,0.2,23.7
1195,Taoco,166.0,10.4,4.9,24.1
1196,Taoge goreng,88.0,3.2,2.1,14.0
1197,Taoge kacang kedelai segar,76.0,9.0,2.6,6.4
1198,Taoge seduh,28.0,3.0,0.8,4.0
1199,Taoge segar,34.0,3.7,1.2,4.3
1200,Taokoa,104.0,12.9,6.8,1.2
1201,Tapai beras,99.0,1.7,0.3,22.4
1202,Tapai ketan hitam,166.0,3.8,1.0,34.4
1203,Tapai ketan putih,172.0,3.0,0.5,37.5
1204,Tapai singkong,169.0,1.4,0.3,40.2
1205,Tauco cap DAS cake,358.0,7.5,4.3,70.4
1206,Tauji cap singa,277.0,9.1,4.7,49.6
1207,Tebu Terubuk,25.0,4.6,0.4,3.0
1208,Tedong pallu basa masakan,83.0,10.4,3.4,2.8
1209,Teh,132.0,19.5,0.7,67.8
1210,Teh hijau daun kering,300.0,28.3,4.8,53.6
1211,Teh melati daun kering,299.0,24.1,3.5,59.0
1212,Tekokak,34.0,2.0,0.1,7.9
1213,Tekokak kering,294.0,8.3,1.7,72.6
1214,Tekwan,53.0,1.9,0.9,9.4
1215,Telur Ayam,162.0,12.8,11.5,0.7
1216,Telur Ayam bagian kuning,361.0,19.3,31.9,0.7
1217,Telur Ayam bagian putih,50.0,10.8,0.0,0.8
1218,Telur Ayam ceplok,383.0,15.1,32.9,8.3
1219,Telur Ayam dadar,251.0,16.3,19.4,1.4
1220,Telur ayam kampung ,179.0,13.6,13.3,4.4
1221,Telur bebek bagian kuning segar,386.0,17.0,35.0,0.8
1222,Telur Bebek bagian putih,54.0,11.0,0.0,0.8
1223,Telur bebek bagian putih segar,54.0,11.0,0.0,0.8
1224,Telur Bebek ceplok,320.0,15.1,30.5,0.9
1225,Telur Bebek dadar,301.0,20.0,23.7,0.0
1226,Telur bebek tambak segar,187.0,10.9,12.4,7.9
1227,Telur Bebek telur asin,195.0,13.6,13.6,1.4
1228,Telur burung puyuh segar,116.0,10.7,7.0,1.6
1229,Telur Penyu,144.0,12.0,10.2,0.0
1230,Telur Terubuk,425.0,31.0,28.0,10.0
1231,Tempe bongkrek,119.0,4.4,3.5,18.3
1232,Tempe Gembus,73.0,5.7,1.3,4.2
1233,Tempe gembus yogya,76.0,6.8,0.7,10.6
1234,Tempe Goreng ,328.0,18.4,23.2,12.8
1235,Tempe kacang babi,139.0,12.5,0.8,21.9
1236,Tempe kacang belimbing,212.0,17.5,10.0,12.9
1237,Tempe kedelai + jagung,143.0,12.0,5.5,11.4
1238,Tempe kedelai murni goreng,350.0,24.5,26.6,10.4
1239,Tempe kedelai murni mentah,201.0,20.8,8.8,13.5
1240,Tempe koro benguk,141.0,10.2,1.3,23.2
1241,Tempe lamtoro var. gung dengan kulit,146.0,11.7,2.3,19.6
1242,Tempe lamtoro var. gung tanpa kulit,131.0,18.0,0.8,13.0
1243,Tempe pasar segar,150.0,14.0,7.7,9.1
1244,Tempe pasar goreng,336.0,20.0,28.0,7.8
1245,Tempe Sayur ,240.0,6.0,2.7,49.3
1246,Tempoya,110.0,1.7,1.3,21.9
1247,Tempuyak,126.0,1.1,2.2,25.7
1248,Tepung Arrowroot,355.0,0.7,0.2,85.2
1249,Tepung Beras,364.0,7.0,0.5,80.0
1250,Tepung beras mentah,353.0,7.0,0.5,80.0
1251,Tepung Ganyong,353.0,0.8,1.7,83.6
1252,Tepung Gaplek,363.0,1.1,0.5,88.2
1253,Tepung Garut (arrowroot),355.0,0.7,0.2,85.2
1254,Tepung Hunkwee,364.0,4.5,1.0,83.5
1255,Tepung Ikan,316.0,60.1,6.5,22.4
1256,Tepung Jagung Kuning,355.0,9.2,3.9,73.7
1257,Tepung jagung putih,355.0,9.2,3.9,73.7
1258,Tepung Jalejo,388.0,19.0,7.5,61.2
1259,Tepung Kacang Kedelai,347.0,35.9,20.6,29.9
1260,Tepung Kentang,347.0,0.3,0.1,85.6
1261,Tepung Mocaf,350.0,1.2,0.6,85.0
1262,Tepung Pisang,338.0,2.9,0.4,80.6
1263,Tepung Sagu,353.0,0.7,0.2,84.7
1264,Tepung Sente,326.0,4.0,0.4,76.7
1265,Tepung singkong/ Tapioka,363.0,1.1,0.5,88.2
1266,Tepung Sukun,353.0,2.9,0.5,84.4
1267,Tepung Susu,509.0,24.6,30.0,36.2
1268,Tepung Susu Asam untuk bayi,418.0,19.0,9.0,65.5
1269,Tepung Susu Skim,362.0,35.6,1.0,52.0
1270,Tepung Tales Beneng,332.0,5.7,0.6,76.1
1271,Tepung Terigu,365.0,8.9,1.3,77.3
1272,Tepung Ubi Ungu,354.0,2.8,0.6,84.4
1273,Terasi,155.0,22.3,2.9,9.9
1274,Terasi dobo,191.0,33.1,3.6,6.6
1275,Terasi Merah,174.0,30.0,3.5,3.5
1276,Terasi merah,174.0,30.0,3.5,5.6
1277,Teri balado masakan,365.0,23.7,22.3,17.5
1278,Teripang dendeng mentah,462.0,39.1,32.4,3.5
1279,Terong,24.0,1.1,0.2,5.5
1280,Terong + Oncom makanan,285.0,4.3,25.7,9.5
1281,Terong Asam,39.0,2.3,1.9,2.0
1282,Terong Belanda,48.0,1.5,0.3,11.3
1283,Terong hintalo segar,45.0,1.9,0.8,7.5
1284,Terong kukus,23.0,1.8,0.1,4.9
1285,Terong segar,28.0,1.1,0.2,5.5
1286,Terung belanda segar,52.0,2.1,1.1,8.6
1287,Terung bengkulu segar,52.0,1.1,0.4,11.2
1288,Terung panjang,25.0,2.1,0.1,5.3
1289,Terung panjang kukus,23.0,1.8,0.1,4.9
1290,Tespong daun,59.0,2.9,0.3,13.9
1291,Tim (nasi tim),120.0,2.4,0.4,26.0
1292,Tinira ninahu nggaluku,33.0,1.2,1.3,4.1
1293,Tinoransak masakan,516.0,17.7,49.5,0.0
1294,Tipa-tipa,355.0,6.2,1.2,79.8
1295,Tiwul  ,353.0,2.4,1.1,83.4
1296,Tiwul Instan,395.0,3.2,8.5,76.5
1297,Toge -Tahu makanan,392.0,5.4,28.5,28.4
1298,Toge Goreng ,93.6,4.4,1.8,15.1
1299,Toge kacang ijo,23.0,2.9,0.2,4.1
1300,Toge kacang tunggak,35.0,5.0,0.2,5.8
1301,Toge kedelai,67.0,9.0,2.6,6.4
1302,Toge seduh,28.0,3.0,0.8,4.0
1303,Tomat air (juice) segar,20.0,1.0,0.2,3.5
1304,Tomat Masak,20.0,1.0,0.3,4.2
1305,Tomat merah segar,24.0,1.3,0.5,4.7
1306,Tomat muda segar,24.0,2.0,0.7,3.3
1307,Tumis bandeng,189.0,11.3,15.7,0.6
1308,Tumis bayam bersantan,48.0,1.4,4.2,2.6
1309,Ubi Cilembu,186.0,1.9,0.2,44.3
1310,Ubi Jalar Goreng ,160.0,3.7,1.3,55.3
1311,Ubi jalar kuning kukus,100.0,0.7,0.3,23.8
1312,Ubi jalar kuning segar,119.0,0.5,0.4,25.1
1313,Ubi jalar manis segar,83.0,1.5,0.2,18.8
1314,Ubi Jalar Merah,123.0,1.8,0.7,27.9
1315,Ubi jalar merah segar,151.0,1.6,0.3,35.4
1316,Ubi Jalar Putih,123.0,1.8,0.7,27.9
1317,Ubi Jalar Rebus,114.0,1.4,9.6,25.6
1318,Ubi Jalar Sayur,184.0,1.4,0.3,22.5
1319,Ubi jalar tinta/ kemayung,108.0,0.5,0.4,25.6
1320,Ubi jalar tinta/ kemayung kukus,165.0,0.9,0.2,39.8
1321,Uceng/ bunga melinjo segar,82.0,5.8,1.3,11.7
1322,Udang besar segar,56.0,11.4,0.6,1.2
1323,Udang galah segar,81.0,16.5,0.3,3.0
1324,Udang kering,295.0,62.4,2.3,1.8
1325,Udang kering mentah,278.0,62.6,4.1,2.2
1326,Udang papay mentah,273.0,47.8,3.8,12.5
1327,Udang segar,91.0,21.0,0.2,0.1
1328,Ulat sagu panggang,380.0,11.9,30.3,14.9
1329,Ulat sagu segar,241.0,5.8,21.6,5.8
1330,Umbi Uwi segar,120.0,2.8,0.5,82.3
1331,Umbut rotan,34.0,2.4,0.3,5.5
1332,Usus Sapi,130.0,14.0,7.2,1.5
1333,Uwi,101.0,2.0,0.2,19.8
1334,Vermicelli,363.0,8.7,0.4,78.7
1335,Wajit camilan,303.0,6.3,2.7,63.3
1336,Waluh balamak,45.0,0.8,0.9,8.1
1337,Widaran,424.0,1.3,10.7,80.7
1338,Wijen,568.0,19.3,51.1,18.1
1339,Wingko babat,355.0,3.2,15.1,51.4
1340,Woku ubi,143.0,3.1,7.8,15.0
1341,Worst (sosis daging),452.0,14.5,42.3,2.3
1342,Wortel Segar,42.0,1.2,0.6,9.3
1343,Wortel kukus,37.0,1.0,0.6,8.3
1344,Wortel rebus,28.0,0.7,0.5,6.3
1345,Yangko,254.0,3.0,1.1,58.1
1346,Yoghurt,52.0,3.3,2.5,4.0
