a1_city,a2_province,b3_gender,b4_age,b5_religion,b6_ethnic,b7_education_level,b8_lived_in_urban_area_years,b9_occupation,b10_social_clas,b11_household_member,c12_household_income_monthly_in_million_idr,c13_time_of_income_receipt,c14_household_expenditure_monthly_in_million_idr,c15_%_monthly_expenditure_for_food,d16_health_factor,d17_price_factor,e18_religious_value_in_type_of_food,e19_religious_value_in_eating_places,e20_religious_value_in_consumption_pattern,e21_custom_value_in_type_of_food,e22_custom_value_in_eating_places,e23_custom_value_in_consumption_pattern,24_practice_of_food_consumption_based_on_religious_rules,25_practice_of_food_consumption_based_on_custom_rules,e26_buying_food_product_in_the_right_place_based_on_religious_rules,e27_type_of_dishes_variation_based_on_religious_rules,e28_practice_of_consuming_traditional_food
Surabaya,East Java,Male,48,Islam,Madura,Master and doctoral degree,48,Government Employees,Middle Class,6,04:08:00,Weekly,04:07:00,42,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,36,Islam,Madura,Bachelor degree,21,Government Employees,Lower Class,6,02:09:00,Daily,02:08:00,73,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,39,Islam,Madura,Master and doctoral degree,39,Government Employees,Middle Class,6,03:05:00,Weekly,03:04:00,41,Neither agree nor disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,53,Islam,Madura,Master and doctoral degree,53,Government Employees,Middle Class,6,05:07:00,Weekly,05:06:00,33,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Male,57,Protestant,Batak,Senior High School,17,Government Employees,Upper Class,5,11:03:00,Monthly,11:02:00,19,Strongly Agree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,46,Protestant,Batak,Bachelor degree,46,Government Employees,Lower Class,6,02:07:00,Daily,02:06:00,69,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Male,53,Catholic,Batak,Senior High School,23,Enterpreneur,Upper Class,5,10:01:00,Monthly,10:00:00,23,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,58,Catholic,Batak,Senior High School,34,Enterpreneur,Upper Class,5,12:05:00,Monthly,12:04:00,25,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,62,Islam,Java,Diploma,12,Enterpreneur,Lower Class,6,03:02:00,Daily,03:01:00,58,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,54,Islam,Madura,Diploma,34,Enterpreneur,Middle Class,6,06:02:00,Weekly,06:01:00,44,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,43,Islam,Java,Bachelor degree,43,Enterpreneur,Middle Class,7,06:04:00,Weekly,06:03:00,35,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,32,Islam,Madura,Senior High School,32,Enterpreneur,Lower Class,5,03:07:00,Daily,03:06:00,59,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,42,Islam,Madura,Senior High School,42,Independent Worker,Lower Class,5,05:09:00,Daily,05:08:00,65,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,38,Islam,Madura,Diploma,38,Independent Worker,Middle Class,6,06:07:00,Weekly,06:06:00,41,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,41,Islam,Madura,Diploma,41,Independent Worker,Upper Class,6,10:09:00,Monthly,10:08:00,26,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Male,45,Islam,Madura,Bachelor degree,23,Independent Worker,Lower Class,7,03:09:00,Daily,03:08:00,76,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,32,Catholic,Other,Bachelor degree,32,Independent Worker,Upper Class,6,09:08:00,Monthly,09:07:00,22,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,26,Islam,Madura,Master and doctoral degree,26,Independent Worker,Upper Class,6,09:06:00,Monthly,09:05:00,18,Agree,Disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,31,Islam,Madura,Bachelor degree,31,Private Employees,Lower Class,7,03:06:00,Daily,03:03:00,57,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,25,Islam,Madura,Master and doctoral degree,25,Private Employees,Middle Class,8,05:07:00,Weekly,05:04:00,43,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree
Surabaya,East Java,Female,37,Islam,Java,Bachelor degree,12,Private Employees,Middle Class,7,06:04:00,Weekly,06:01:00,38,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,63,Islam,Madura,Bachelor degree,42,Private Employees,Lower Class,7,03:04:00,Daily,03:01:00,61,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,40,Islam,Java,Bachelor degree,40,Government Employees,Middle Class,7,02:09:00,Weekly,02:06:00,58,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree
Surabaya,East Java,Female,37,Catholic,Java,Primary School,37,Government Employees,Middle Class,7,05:06:00,Weekly,05:03:00,34,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,38,Catholic,Madura,Senior High School,38,Enterpreneur,Upper Class,5,11:02:00,Monthly,10:09:00,26,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree
Surabaya,East Java,Female,61,Catholic,Madura,Diploma,19,Enterpreneur,Lower Class,6,03:07:00,Daily,03:04:00,57,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,32,Islam,Java,Bachelor degree,32,Enterpreneur,Upper Class,6,10:06:00,Monthly,10:03:00,24,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Female,27,Islam,Java,Master and doctoral degree,27,Private Employees,Upper Class,6,11:02:00,Monthly,10:09:00,27,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,62,Islam,Java,Primary School,23,Private Employees,Lower Class,6,03:08:00,Daily,03:05:00,67,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree
Surabaya,East Java,Female,37,Islam,Madura,Primary School,37,Private Employees,Middle Class,6,06:02:00,Weekly,05:09:00,36,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,49,Islam,Madura,Bachelor degree,31,Private Employees,Middle Class,7,05:08:00,Weekly,05:04:00,42,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,33,Islam,Java,Diploma,33,Private Employees,Lower Class,6,03:01:00,Daily,02:07:00,73,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,42,Protestant,Batak,Diploma,42,Private Employees,Lower Class,6,03:04:00,Daily,03:00:00,41,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,30,Catholic,Madura,Bachelor degree,30,Private Employees,Middle Class,6,05:06:00,Weekly,05:02:00,33,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,50,Catholic,Batak,Bachelor degree,20,Teacher‎/Lecturer,Upper Class,6,12:01:00,Monthly,11:07:00,19,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,35,Islam,Java,Bachelor degree,35,Teacher‎/Lecturer,Lower Class,6,02:09:00,Daily,02:05:00,69,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Male,42,Islam,Madura,Senior High School,42,Government Employees,Upper Class,5,10:03:00,Monthly,09:09:00,23,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,28,Islam,Madura,Diploma,28,Government Employees,Upper Class,6,14:02:00,Monthly,13:08:00,25,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree
Surabaya,East Java,Male,28,Islam,Madura,Bachelor degree,28,Government Employees,Lower Class,6,03:04:00,Daily,03:01:00,57,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,38,Islam,Madura,Master and doctoral degree,38,Government Employees,Middle Class,6,06:07:00,Weekly,06:04:00,43,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,63,Islam,Madura,Junior High School,12,Government Employees,Middle Class,6,05:08:00,Weekly,05:05:00,38,Strongly Agree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,35,Catholic,Bugis,Diploma,35,Police Officer‎/Army,Lower Class,6,02:03:00,Daily,02:00:00,61,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,30,Islam,Java,Bachelor degree,30,Police Officer‎/Army,Middle Class,7,04:09:00,Weekly,04:06:00,58,Strongly Agree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,61,Islam,Sunda,Bachelor degree,30,Private Employees,Middle Class,6,05:09:00,Weekly,05:06:00,34,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,30,Islam,Java,Master and doctoral degree,30,Private Employees,Upper Class,6,11:04:00,Monthly,11:01:00,26,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Female,45,Hindu,Bali,Master and doctoral degree,15,Government Employees,Lower Class,6,03:00:00,Daily,02:06:00,57,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
Surabaya,East Java,Female,27,Protestant,Java,Bachelor degree,27,Police Officer‎/Army,Upper Class,6,15:07:00,Monthly,15:03:00,24,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,26,Catholic,Minang,Bachelor degree,26,Private Employees,Upper Class,6,13:02:00,Monthly,12:08:00,27,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Male,52,Catholic,Bugis,Senior High School,22,Private Employees,Middle Class,5,03:04:00,Weekly,03:00:00,67,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree
Surabaya,East Java,Male,59,Islam,Java,Junior High School,29,Private Employees,Middle Class,6,06:08:00,Weekly,06:04:00,36,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Male,34,Islam,Java,Senior High School,34,Enterpreneur,Middle Class,5,04:08:00,Weekly,04:04:00,42,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,35,Islam,Madura,Senior High School,35,Enterpreneur,Lower Class,5,02:09:00,Daily,02:05:00,73,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,60,Islam,Madura,Junior High School,20,Enterpreneur,Lower Class,6,03:05:00,Daily,03:01:00,41,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,50,Islam,Java,Senior High School,34,Enterpreneur,Middle Class,5,05:07:00,Weekly,05:03:00,33,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,40,Protestant,Batak,Master and doctoral degree,40,Government Employees,Upper Class,6,11:03:00,Monthly,10:09:00,19,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,30,Protestant,Batak,Bachelor degree,30,Government Employees,Lower Class,6,02:07:00,Daily,02:03:00,69,Neither agree nor disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Female,61,Catholic,Bugis,Bachelor degree,11,Government Employees,Lower Class,6,10:01:00,Daily,09:07:00,23,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,32,Catholic,Bugis,Bachelor degree,32,Government Employees,Middle Class,6,12:05:00,Weekly,12:01:00,25,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,43,Islam,Java,Diploma,23,Government Employees,Middle Class,6,03:02:00,Weekly,02:08:00,58,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Female,29,Islam,Java,Bachelor degree,29,Private Employees,Upper Class,7,06:02:00,Monthly,05:08:00,44,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,36,Islam,Madura,Master and doctoral degree,22,Private Employees,Lower Class,6,06:04:00,Daily,06:00:00,35,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,40,Islam,Madura,Master and doctoral degree,30,Private Employees,Lower Class,6,03:07:00,Daily,03:03:00,59,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,55,Islam,Sunda,Junior High School,21,Private Employees,Middle Class,6,05:09:00,Weekly,05:05:00,65,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,33,Islam,Minang,Diploma,33,Enterpreneur,Middle Class,6,06:07:00,Weekly,06:03:00,41,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Surabaya,East Java,Female,34,Islam,Madura,Diploma,34,Enterpreneur,Upper Class,6,10:09:00,Monthly,10:05:00,26,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Male,28,Islam,Madura,Senior High School,28,Enterpreneur,Upper Class,5,03:09:00,Monthly,03:05:00,76,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,30,Catholic,Batak,Diploma,30,Enterpreneur,Upper Class,6,09:08:00,Monthly,09:04:00,22,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Surabaya,East Java,Male,29,Islam,Madura,Senior High School,29,Enterpreneur,Middle Class,5,09:06:00,Weekly,09:05:00,18,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,25,Islam,Sunda,Senior High School,25,Enterpreneur,Lower Class,5,03:06:00,Daily,03:05:00,57,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree
Surabaya,East Java,Female,36,Islam,Madura,Diploma,16,Government Employees,Middle Class,6,05:07:00,Weekly,05:06:00,43,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,52,Islam,Madura,Diploma,35,Government Employees,Middle Class,6,06:04:00,Weekly,06:03:00,38,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree
Surabaya,East Java,Female,59,Islam,Java,Bachelor degree,31,Government Employees,Lower Class,7,03:04:00,Daily,03:03:00,61,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,54,Islam,Minang,Senior High School,28,Government Employees,Lower Class,5,02:09:00,Daily,02:08:00,58,Strongly Disagree,Agree,Strongly Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree
Surabaya,East Java,Female,47,Catholic,Java,Diploma,17,Government Employees,Middle Class,6,05:06:00,Weekly,05:05:00,34,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,28,Catholic,Java,Diploma,12,Government Employees,Upper Class,6,11:02:00,Monthly,11:01:00,26,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,48,Catholic,Batak,Master and doctoral degree,26,Government Employees,Lower Class,6,03:07:00,Daily,03:06:00,57,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Surabaya,East Java,Female,36,Islam,Madura,Bachelor degree,21,Enterpreneur,Upper Class,6,10:06:00,Monthly,10:05:00,24,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Female,39,Islam,Madura,Bachelor degree,9,Enterpreneur,Upper Class,6,11:02:00,Monthly,11:01:00,27,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,53,Islam,Madura,Bachelor degree,30,Enterpreneur,Lower Class,7,03:08:00,Daily,03:07:00,67,Disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Surabaya,East Java,Male,57,Islam,Madura,Master and doctoral degree,22,Enterpreneur,Middle Class,6,06:02:00,Weekly,06:01:00,36,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
