a1_city,a2_province,b3_gender,b4_age,b5_religion,b6_ethnic,b7_education_level,b8_lived_in_urban_area_years,b9_occupation,b10_social_clas,b11_household_member,c12_household_income_monthly_in_million_idr,c13_time_of_income_receipt,c14_household_expenditure_monthly_in_million_idr,c15_%_monthly_expenditure_for_food,d16_health_factor,d17_price_factor,e18_religious_value_in_type_of_food,e19_religious_value_in_eating_places,e20_religious_value_in_consumption_pattern,e21_custom_value_in_type_of_food,e22_custom_value_in_eating_places,e23_custom_value_in_consumption_pattern,24_practice_of_food_consumption_based_on_religious_rules,25_practice_of_food_consumption_based_on_custom_rules,e26_buying_food_product_in_the_right_place_based_on_religious_rules,e27_type_of_dishes_variation_based_on_religious_rules,e28_practice_of_consuming_traditional_food
Bandung,West Java,Female,56,Islam,Sunda,Master and doctoral degree,18,Private Employees,Middle Class,6,05:08:00,Weekly,05:04:00,38,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree
Bandung,West Java,Female,55,Hindu,Bali,Senior High School,26,Private Employees,Lower Class,5,02:03:00,Daily,01:09:00,61,Neither agree nor disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Male,47,Protestant,Java,Senior High School,12,Private Employees,Middle Class,5,04:09:00,Weekly,04:05:00,58,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Male,28,Catholic,Sunda,Diploma,28,Enterpreneur,Middle Class,6,05:09:00,Weekly,05:05:00,34,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Male,48,Catholic,Other,Diploma,27,Enterpreneur,Upper Class,6,11:04:00,Monthly,11:00:00,26,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Bandung,West Java,Female,29,Islam,Minang,Bachelor degree,29,Enterpreneur,Lower Class,7,03:00:00,Daily,02:06:00,57,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
Bandung,West Java,Female,39,Islam,Sunda,Diploma,31,Enterpreneur,Upper Class,6,15:07:00,Monthly,15:03:00,24,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Bandung,West Java,Female,53,Islam,Sunda,Diploma,20,Enterpreneur,Upper Class,6,13:02:00,Monthly,13:01:00,27,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,57,Islam,Minang,Bachelor degree,28,Enterpreneur,Lower Class,7,03:08:00,Daily,03:07:00,67,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,46,Islam,Minang,Master and doctoral degree,24,Government Employees,Middle Class,8,06:02:00,Weekly,06:01:00,36,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Bandung,West Java,Female,53,Protestant,Batak,Bachelor degree,13,Government Employees,Middle Class,7,05:08:00,Weekly,05:07:00,42,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Male,58,Protestant,Batak,Bachelor degree,18,Government Employees,Lower Class,7,03:01:00,Daily,03:00:00,73,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,45,Catholic,Bugis,Bachelor degree,30,Government Employees,Lower Class,7,03:04:00,Daily,03:03:00,41,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
Bandung,West Java,Male,54,Catholic,Other,Bachelor degree,21,Government Employees,Middle Class,7,05:06:00,Weekly,05:05:00,33,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,35,Islam,Sunda,Senior High School,35,Government Employees,Upper Class,5,12:01:00,Monthly,12:00:00,19,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
Bandung,West Java,Female,29,Islam,Sunda,Diploma,29,Government Employees,Lower Class,6,02:09:00,Daily,02:08:00,69,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Bandung,West Java,Female,29,Islam,Java,Diploma,29,Enterpreneur,Upper Class,6,10:03:00,Monthly,10:02:00,23,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,62,Islam,Sunda,Master and doctoral degree,37,Enterpreneur,Upper Class,6,14:02:00,Monthly,14:01:00,25,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,54,Islam,Sunda,Master and doctoral degree,25,Enterpreneur,Lower Class,6,03:04:00,Daily,03:03:00,57,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Male,37,Islam,Sunda,Senior High School,21,Enterpreneur,Middle Class,5,06:07:00,Weekly,06:06:00,43,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree
Bandung,West Java,Female,39,Islam,Minang,Bachelor degree,23,Enterpreneur,Middle Class,6,05:08:00,Weekly,05:07:00,38,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,28,Islam,Other,Senior High School,28,Enterpreneur,Lower Class,5,02:03:00,Daily,02:02:00,61,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,31,Protestant,Other,Senior High School,31,Independent Worker,Middle Class,5,04:09:00,Weekly,04:08:00,58,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,28,Islam,Sunda,Bachelor degree,25,Independent Worker,Middle Class,6,05:09:00,Weekly,05:08:00,34,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree
Bandung,West Java,Female,33,Islam,Minang,Master and doctoral degree,21,Independent Worker,Upper Class,6,11:04:00,Monthly,11:03:00,26,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Bandung,West Java,Female,64,Islam,Sunda,Bachelor degree,23,Independent Worker,Lower Class,7,03:00:00,Daily,02:09:00,57,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
Bandung,West Java,Female,54,Islam,Minang,Diploma,28,Independent Worker,Upper Class,6,15:07:00,Monthly,15:06:00,24,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,62,Islam,Sunda,Diploma,31,Independent Worker,Upper Class,6,13:02:00,Monthly,13:01:00,27,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Male,50,Islam,Sunda,Bachelor degree,20,Private Employees,Middle Class,7,03:04:00,Weekly,03:01:00,67,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Bandung,West Java,Male,38,Catholic,Minang,Master and doctoral degree,8,Private Employees,Middle Class,8,06:08:00,Weekly,06:05:00,36,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,33,Catholic,Java,Bachelor degree,7,Private Employees,Middle Class,7,04:08:00,Weekly,04:05:00,42,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Male,27,Catholic,Java,Bachelor degree,27,Private Employees,Lower Class,7,02:09:00,Daily,02:06:00,73,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree
Bandung,West Java,Female,43,Islam,Sunda,Bachelor degree,23,Government Employees,Lower Class,7,03:05:00,Daily,03:02:00,41,Neither agree nor disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Male,49,Islam,Sunda,Bachelor degree,19,Government Employees,Middle Class,7,05:07:00,Weekly,05:04:00,33,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Bandung,West Java,Female,40,Islam,Sunda,Senior High School,40,Enterpreneur,Upper Class,5,11:03:00,Monthly,11:00:00,19,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
Bandung,West Java,Male,35,Islam,Minang,Diploma,35,Enterpreneur,Lower Class,6,02:07:00,Daily,02:04:00,69,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,29,Islam,Minang,Diploma,29,Enterpreneur,Lower Class,6,10:01:00,Daily,09:08:00,23,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Bandung,West Java,Female,57,Islam,Minang,Bachelor degree,7,Private Employees,Middle Class,6,12:05:00,Weekly,12:02:00,25,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Bandung,West Java,Female,34,Protestant,Batak,Bachelor degree,34,Private Employees,Middle Class,6,03:02:00,Weekly,02:09:00,58,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Bandung,West Java,Female,28,Protestant,Other,Master and doctoral degree,28,Private Employees,Upper Class,6,06:02:00,Monthly,05:09:00,44,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Bandung,West Java,Female,34,Catholic,Sunda,Bachelor degree,34,Private Employees,Lower Class,7,06:04:00,Daily,06:00:00,35,Disagree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Male,55,Islam,Other,Diploma,55,Private Employees,Lower Class,6,03:07:00,Daily,03:03:00,59,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Bandung,West Java,Male,46,Islam,Java,Diploma,26,Private Employees,Middle Class,6,05:09:00,Weekly,05:05:00,65,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree
Bandung,West Java,Female,30,Islam,Madura,Master and doctoral degree,30,Private Employees,Middle Class,6,06:07:00,Weekly,06:03:00,41,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,41,Islam,Java,Bachelor degree,41,Teacher‎/Lecturer,Upper Class,6,10:09:00,Monthly,10:05:00,26,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Bandung,West Java,Male,26,Islam,Minang,Bachelor degree,26,Teacher‎/Lecturer,Upper Class,6,03:09:00,Monthly,03:05:00,76,Strongly Agree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,29,Islam,Minang,Senior High School,29,Government Employees,Upper Class,5,09:08:00,Monthly,09:04:00,22,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Bandung,West Java,Male,31,Catholic,Other,Bachelor degree,31,Government Employees,Middle Class,6,09:06:00,Weekly,09:02:00,18,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Male,36,Islam,Minang,Senior High School,36,Government Employees,Lower Class,5,03:06:00,Daily,03:03:00,57,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Bandung,West Java,Male,52,Islam,Minang,Senior High School,52,Government Employees,Middle Class,5,05:07:00,Weekly,05:04:00,43,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Bandung,West Java,Female,60,Islam,Sunda,Diploma,21,Government Employees,Middle Class,6,06:04:00,Weekly,06:01:00,38,Strongly Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Bandung,West Java,Female,54,Hindu,Bali,Diploma,35,Police Officer‎/Army,Lower Class,6,03:04:00,Daily,03:01:00,61,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Bandung,West Java,Female,41,Protestant,Bugis,Bachelor degree,41,Police Officer‎/Army,Lower Class,7,02:09:00,Daily,02:06:00,58,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
